Program ID,Program Title,Institution,Location,Primary Language,Language,Study Format,Duration (in semesters),Total Credits (in ECTS),Degree Type,Specialization,Modality,Tuition Fees,Academic Admission Requirements,Language Admission Requirements,Course Code,Course Title,Course Credits (in ECTS),Course Description,Prerequisites
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM13282,Seminar: Advanced Topics in Networking and Security,5.0,,
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM13403,Seminar on Advanced Topics in Human Computer Interaction,5.0,"The course teaches basics of Information Seeking (theories and frameworks).
A comprehensive approach to system reviews is taught based on reviews in the medical field. The course introduces guides and checklists for systematic reviews.
Tools and portals are introduced teaching how to carry out advanced queries and how to export and select papers.
The course teaches how to extract information from papers and carryout analysis on extracted information.",CSM13401 Human-Computer Interaction 5cr
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM14107,Seminar in Empirical Software Engineering,5.0,"The seminar focuses on contemporary topics in software engineering research and practice. Topics of seminar papers include those that are relevant to today’s software development practice and covered in recent scientific research. The seminar work can be based on literature, but searching for possibilities of investigating and reporting experiences or practices from real software companies or other development organisations is highly encouraged.",
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM14121,Seminar in Software Quality,5.0,"The seminar focuses on contemporary topics in software quality. The seminar work can be based on literature, but searching for possibilities of investigating and reporting experiences or practices from real software companies or other development organisations is encouraged.",BSc. degree
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM14303,Seminar on Big Data Management,5.0,,Basic knowledge on relational databases or equivalent knowledge.
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,TKT50013,Seminar project in Research Track,5.0,"The course is a project seminar tailored for students in Undergraduate Research Track of the Department of Computer Science.
In order to pass the course the student (or a group of students) must
- write a proposal for the topic of the project
- conduct the project
- write a mature scientific report presenting the background, the findings, positioning the project
with the related work
- peer review other reports
- present the findings to other students


The topic should be related to computer science but the exact topic depends on
the student. The scope and the topic of the project will be assessed, and if needed adjusted,
by the organizers.","Student in the CS research track

Student is interested in handling data with Python, R, and/or Matlab
and searching and assessing scientific literature."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20054,Seminar on AI Security and Safety,5.0,The seminar will cover different aspects of security and safety of artificial intelligence (AI) and current topics of research in the area. Basic knowledge of machine learning methods is important for this course.,"Compulsory: Introduction to Machine Learning
Useful: Neural Networks and Deep Learning, Trustworthy Machine Learning"
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20055,Seminar on Measurement Theory,5.0,"Measurements are part of our everyday life. We measure length, speed, weight, temperature, intelligence, income, unemployment and many more. Measurements allow to represent the reality around us as data. Measurement theory is an area of applied mathematics concerned with principles and processes of associating numbers with physical quantities and phenomena. In this seminar we will cover a set of contemporary research articles concerning measurement theory.",
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20056,Seminar on Generative AI,5.0,"This seminar will explore the rapidly evolving field of generative artificial intelligence, with a primary focus on state-of-the-art large language models (LLMs) and secondarily on other popular methods such as diffusion-based image generation techniques. Students will critically analyze seminal research papers on the architecture, training methodologies, and applications of cutting-edge generative models such as models of the GPT series (generative pre-trained transformers) for LLMs and DALL-E or Stable Diffusion for image generation. The seminar will cover key topics including transformer architectures, few-shot learning, the science behind “prompt engineering”, and ethical considerations surrounding generative AI.","Recommended prerequisites: Introduction to Artificial Intelligence and Data Science Study Skills (or an equivalent academic and scientific writing course).
Mandatory prerequisites: Introduction to Machine Learning and at least one of the following: Neural Networks and Deep Learning or Advanced Course in Machine Learning or Seminar on Deep Learning or Introduction to Deep Learning."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20057,Seminar on Human-in-the-loop Machine Learning,5.0,"Machine learning and artificial intelligence methods learn from data, and in many cases the goal is to automate things. For instance, the task could be to classify images. In many cases, however, humans play an important role in machine learning systems, providing valuable additional information. They can be involved in labelling the training data, they may steer the algorithm with explicit or implicit feedback, or they may be in charge of the final decisions and the machine learning algorithms is merely making recommendations the human user may override.
This seminar is about human-in-the-loop machine learning, which is broad research theme studying different ways of integrating humans and machine learning systems. For a high-level overview of the general area, you can consult the review article https://link.springer.com/article/10.1007/s10462-022-10246-w. We will discuss various concrete setups and models from interactive machine learning to human-AI collaboration, covering both scenarios where human expertise is leveraged to improve machine learning algorithms to ones where the AI needs to communicate their explanations for the human user. Each student will select a specific perspective for this general area, reading recent scientific literature related to their topic and presenting it for the rest of the course.","Compulsory course: DATA11002 Introduction to Machine Learning
Recommended courses: DATA11007 Statistics for data science, DATA20046 Neural networks and deep learning, DATA12001 Advanced course in machine learning"
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM11006,Computer Science Project,5.0,"A project course where students develop innovative software demos in small groups. Creativity in topic definition and innovativeness in implementation are emphasised.
Students work in small groups on hands-on projects on the development of advanced software. Students should creatively define their own ideas for the development targets based on topical challenges in industry or academia.
The course is suitable for both software and data science students as useful solutions often combine these two perspectives. (Note that data science students should check the feasibility of their topics from the DS master’s program.)
This course is focused on innovative software solutions. Groups are free to choose their development methodology and programming tools as long as they are compatible with needs. Special emphasis is on the ideas, innovativeness, and ""wow"" effects of the results.
The course content will change annually depending on the available topics.
Topics can involve the implementations of advanced solutions to the posed problems. Alternatively, the topic may require coming up with ideas and implementations on a given novel platform.
The end result is a software solution (e.g. demo, proof-of-concept, etc.) and appropriate supporting material (e.g. presentation slides, Jupyter notebooks, online documentation, etc.).",Good programming skills
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM13405,Project in Human Computer Interaction,5.0,"The course include:
-Team establishment
-Topic selection
-Learning an interface technology or user data analysis method, (e.g. physiological/ wearable sensing, multimodal interaction, conversational agent etc.)
-Collect data and analyse
-Develop a system
-Evaluate / validate
-Report the project","This course requires having programming knowledge so a completed programming course.
Recommended courses CSM13401 Human Computer Interaction and DATA15003 Interactive Data Visualization."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM141091,Full Stack Web Development Project,5.0,Deepen the skills and knowledge in Full stack development techniques by building complete software.,Full Stack Web Development (CSM141081) and the extension modules
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM141092,Full Stack Web Development Project,7.0,Deepen the skills and knowledge in Full stack development techniques by building complete software.,Full Stack Web Development (CSM141081) and the extension modules
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM141093,Full Stack Web Development Project,10.0,Deepen the skills and knowledge in Full stack development techniques by building complete software.,Full Stack Web Development (CSM141081) and the extension modules
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM11001,Master's Thesis,30.0,"Research-level material on a selected computer science topic. Thesis content is negotiated with the supervisor. A typical length for a thesis is 40-50 pages, but this varies based on the topic. The thesis may be based entirely on previous research literature, or it may additionally include original theoretical, empirical or constructive work by the student. A thesis is not expected to contain new scientific results.","Required. Bachelor’s degree in Computer Science or related field. For a thesis on software engineering, course CSM14102 Methods for Software Engineering Research is required.
Recommended. Computer Science Colloquium. At least 40 cr of advanced computer science courses."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM11002,Computer Science Colloquium,5.0,"Scientific presentations by Master's students, doctoral students, researchers, Faculty members, and visitors. Invited talks introducing local ICT sector activities.
There will be separate sessions for each study track. Possibly other activities like poster sessions presenting project course results, etc., will be organised in parallel.","Required. Good knowledge of Computer Science.
Recommended. Bachelor’s degree in Computer Science or related field."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM11003,Maturity Test,0.0,Research-level material on a selected computer science topic.,"Required. Bachelor’s degree in Computer Science or related field.
Recommended. Computer Science Colloquium. At least 40 cr of advanced computer science courses."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM11004,Master's Thesis Presentation,0.0,Research-level material on a selected computer science topic. The presenter is expected to provide the lecture slides as well as background material related to the thesis topic for the audience. The presentation is usually expected to take 15 minutes.,"Required. Bachelor’s degree in Computer Science or related field.
Recommended. Computer Science Colloquium. At least 40 cr of advanced computer science courses."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12102,String Processing Algorithms,5.0,"Algorithms and data structures for sets of strings: sorting, binary search, search trees and hashing for strings.
Exact string matching: algorithms for finding a pattern (a short string) in a text (a long string).
Approximate string matching: algorithms for finding something similar but not necessarily identical to a pattern in a text.
Text indexes: suffix tree and suffix array, data structures for text that support fast string matching and all kinds of other tasks.",Basic knowledge in algorithms and data structures.
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12103,Data Compression Techniques,5.0,"The course presents the basics of information theory and introduces basic data compression techniques including entropy coding, text compression and succinct data structures.",Basic knowledge in algorithms and data structures
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12106,Approximation Algorithms,5.0,"The course introduces design techniques of approximation algorithms for NP-hard optimisation problems: greedy algorithms and local search, rounding data and dynamic programming, linear programming relaxations. Example problems include Vertex Cover, Set Cover, Metric Steiner Tree and TSP, Knapsack, Bin Packing.","Required. Knows the basics of linear algebra, calculus, and probability. Knows complexity classes P and NP. Can apply basic algorithm design and analysis methods.
Recommended. Experience in mathematical and algorithmic problem solving. Experience in graph algorithms."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12107,Combinatorial Optimisation,5.0,"Combinatorial search spaces, polynomial-time and NP-hard optimization problems. Modelling with linear constraints. Integer linear programming duality and relaxations. Cutting planes. Branch-and-bound and branch-and-cut. Stochastic local search. Potential further topics covered: Finite-domain constraint optimization, Boolean optimization, maximum satisfiability.","Algorithmic thinking, basics of linear algebra.
Basic programming skills (ability to implement simple programs and scripts in e.g. Python or C++), basic unix/linux command line skills."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12114,Automated Logical Reasoning,5.0,"Propositional satisfiability (SAT), syntax and semantics, normal forms and structural representations. Modelling NP-complete real-world problems with SAT. Modern SAT solving algorithms and search techniques, DPLL, conflict-driven clause learning. Resolution and SAT solvers. Preprocessing. Tractable fragments of SAT. Minimal unsatisfiability, maximum satisfiability. Building complex SAT-based procedures, counterexample-guided abstraction refinement, satisfiability modulo theories. Pontential further topics covered: model counting, knowledge compilation.","Algorithmic thinking, basics of logic.
Basic programming skills (ability to implement simple programs and scripts in e.g. Python or C++), basic unix/linux command line skills."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,CSM12126,Randomised Algorithms,5.0,"The course introduces a variety of tools from probability theory for designing and analysing randomised algorithms, and for analysing other probabilistic problems in computer science. Techniques include basic properties of discrete random variables, large deviation bounds, balls and urns models, Markov chains, and Monte Carlo integration. Applications include counting, distributed algorithms, and average case analysis.","Required. Knows the basics of linear algebra, calculus, and probability. Knows complexity classes P and NP. Can apply basic algorithm design and analysis methods.
Recommended. Experience in mathematical and algorithmic problem solving. Experience in graph algorithms."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,MAST31213,Complexity theory,10.0,"Turing Machines; basic complexity classes regarding time, space and nondeterminism; reductions and completeness; diagonalization methods; polynomial hierarchy",Mathematical routine acquired during B.Sc. level mathematics courses. Some logic background is useful but not necessary.
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA11001,Introduction to Data Science,5.0,,"Prerequisites in terms of knowledge
Programming skills in one or more languages (python recommended; R will probably be helpful), basic familiarity with command-line interfaces (such as Linux/Unix shell)
Prerequisites for students in the Data Science programme, in terms of courses
None
Prerequisites for other students in terms of courses
None
Recommended preceding courses
None"
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA12001,Advanced Course in Machine Learning,5.0,"The course consists of the following topics
Formulation of machine learning problems as optimization problems.
Different kinds of machine learning tasks.
Common optimisation approaches for machine learning.
Unsupervised learning methods: clustering, factor analysis, matrix factorisation, non-linear dimensionality reduction.
Supervised learning methods: Linear and non-linear classifiers, kernel methods, decision trees and forests, boosting. Basics of neural networks.","Prerequisites in terms of knowledge
Probability calculus and statistics (including multivariate statistics)
linear algebra (matrix calculus)
differential calculus (differentiation and integration).
One needs to be able to fluently follow mathematical description of methods and algorithms based on these concepts, as well as to perform simple derivations.
Programming skills in Python sufficient for implementing machine learning algorithms."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20019,Trustworthy Machine Learning,5.0,"Ethical AI overview
Fundamentals of differential privacy
Differentially private machine learning and deep learning
Private federated learning
Privacy attacks
Machine learning security: attacks and defences
Defining fairness in machine learning
Enforcing fairness in machine learning
Explainability and interpretability in machine learning
Keeping models explainable and transparent",
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,DATA20046,Neural Networks and Deep Learning,5.0,"The course provides a comprehensive treatment of neural networks and deep learning, intended for students of mathematical degrees (e.g. data science, computer science, physics or statistics) interested in the fundamentals. The focus on the course is on detailed mathematical treatment of the learning algorithms and other foundational aspects of neural networks, but we will also cover typical deep learning architectures and use deep learning frameworks for implementing practical models. The course will introduce typical neural network architectures (e.g. convolutional neural networks) and their main motivations, but will not go into details of specific architectures (e.g. ResNet50 or BERT).
The technical content varies slightly according to the implementation, but covers approximately:
Neural network concepts: Units, losses, activation functions
Gradient-based learning: Stochastic gradients, adaptive optimization methods
Deep learning software frameworks and automatic differentiation
Regularization of neural networks
Neural network architectures and designs (MLP, CNN, RNN, and their variants)
Theory of self-supervised learning and generative AI
Advanced learning tasks (structured outputs, autoencoders, adversarial training, transfer learning, etc.)
Selected timely concepts in deep learning (e.g. deep generative models or transformers)","The students need fluent numerical programming skills in Python, being able to e.g. process and index data matrices in various ways, implement standard optimization loops, and plot results using standard line plots and other illustrations. Understanding the foundations of machine learning (e.g. formulation of machine learning in terms of loss minimization and the concept of generalization error) is critical, and additionally the students need sufficient understanding of the mathematical concepts of:
Probability calculus and statistics
Linear (matrix) algebra
Differential calculus (including vector calculus)
Studies with equivalent contents in another university can replace the above-mentioned compulsory courses."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,MAST30146,Computational methods I,5.0,"The following topics from the point of view of computational methods: floating point arithmetic, systems of linear equations, nonlinear equations, polynomial interpolation, differentiation, integration, ordinary differential equations.",B.Sc.-level mathematics
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,MAST32001,Computational statistics,5.0,"The course covers the most important numerical and computational methods and principles for statistics and statistical analyses (including numerical mathematics, multivariate normal distributions, density estimation and cross-validation); theory and practice of methods for approximate Bayesian inference, with focus on sampling from probability distributions (i.e., Monte Carlo methods), including various Markov chain Monte Carlo (MCMC) methods and their diagnostics, and an overview of variational inference.
The course will also cover theoretical details behind MCMC methods, advanced MCMC techniques such as the “No-U Turn Sampler” (NUTS), and advanced numerical methods such as automated differentiation and optimization. The most advanced topics include technical details of implementation for modern Hamiltonian Monte Carlo and NUTS, and theory behind specialized numerical methods such as automated differentiation.
The course and computer projects are based on Python.","BSc courses on linear algebra, probability calculus, statistical inference; basic programming skills in Python; Bayesian inference (for example MAT22005 Bayes-päättely, DATA11007 Statistics for Data Science, LSI35002 Bayesian Data Analysis, or similar)."
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,"Helsinki, Finland",Finnish,"Finnish,  English,  Swedish",nan,4.0,120.0,MSc,Algorithms; Networks; Software,nan,15 000 EUR,"1. A first-cycle (Bachelor’s or equivalent) degree is required. 3. If you have not yet graduated, you must provide proof of your eligibility by the time you accept your study place.",2. Proof of sufficient English language skills is required. Accepted certificates are specified by the university.,LSI31003,Machine Learning in Molecular Biology,5.0,"The course introduces selected applications and topics of machine learning, that have already found their way to molecular biology or are about to do so. These include, e.g. , clustering, classification, expectation maximisation, support vector machines, deep learning, matrix factorisation, autoencoders, unsupervised learning, symbolic regression, reinforcement learning. Selected biological data sets are analysed in depth in the assignments.","Earlier (BSc level) courses in genetics, biology, computational science and/or bioinformatics."
